2018-12-23__11:13:30 TTY PID TIME% CMD%
2018-12-23__11:14:05 /3 7721 00:00:03% a.out%
2018-12-23__11:14:05 /6 28266 00:00:00% a.out%
2018-12-23__11:14:05 /7 19703 00:00:00% client%
2018-12-23__11:14:05 TTY PID TIME% CMD%
2018-12-23__11:14:41 /3 17114 00:00:00% bash%
2018-12-23__11:14:41 /6 28266 00:00:00% a.out%
2018-12-23__11:14:41 /7 19703 00:00:00% client%
2018-12-23__11:14:41 TTY PID TIME% CMD%
2018-12-23__11:15:16 /3 7721 00:00:03% a.out%
2018-12-23__11:15:16 /6 28266 00:00:00% a.out%
2018-12-23__11:15:16 /7 19703 00:00:00% client%
2018-12-23__11:15:16 TTY PID TIME% CMD%
2018-12-23__11:15:51 /2 24701 00:00:00% a.out%
2018-12-23__11:15:51 /3 28432 00:00:00% bash%
2018-12-23__11:15:51 /6 28266 00:00:00% a.out%
2018-12-23__11:15:51 /7 19703 00:00:00% client%
2018-12-23__11:15:51 TTY PID TIME% CMD%
2018-12-23__11:16:26 /2 24701 00:00:00% a.out%
2018-12-23__11:16:26 /3 2728 00:00:00% bash%
2018-12-23__11:16:26 /6 2369 00:00:00% bash%
2018-12-23__11:16:26 /7 19703 00:00:00% client%
2018-12-23__11:16:26 TTY PID TIME% CMD%
2018-12-23__11:17:02 /2 24701 00:00:00% a.out%
2018-12-23__11:17:02 /3 8134 00:00:00% bash%
2018-12-23__11:17:02 /6 28266 00:00:00% a.out%
2018-12-23__11:17:02 /7 8795 00:00:00% bash%
2018-12-23__11:17:02 TTY PID TIME% CMD%
2018-12-23__11:17:37 /2 24701 00:00:00% a.out%
2018-12-23__11:17:37 /3 14162 00:00:00% bash%
2018-12-23__11:17:37 /6 14248 00:00:00% bash%
2018-12-23__11:17:37 /7 19703 00:00:00% client%
2018-12-23__11:17:37 TTY PID TIME% CMD%
2018-12-23__11:18:13 /2 24701 00:00:00% a.out%
2018-12-23__11:18:13 /3 20321 00:00:00% bash%
2018-12-23__11:18:13 /6 19519 00:00:00% bash%
2018-12-23__11:18:13 /7 19703 00:00:00% client%
